"participant_id","have_gmail","google_primary","google_owner","google_how_long","google_recall_app","google_recall_sso","generic_recall_app","generic_recall_sso","iuipcQ1","iuipcQ2","iuipcQ3","iuipcQ4","iuipcQ5","iuipcQ6","iuipcQ7","iuipcQ8","gender","age","education","background"
"453","Yes","Yes","Own Account","Less than or about 10 years","Unsure","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Somewhat agree","Agree","Man","45 - 54","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"454","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Man","25 - 34","Associate's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"455","Yes","Yes","Own Account","Less than or about 5 years","No","No",,,"Agree","Agree","Strongly agree","Strongly agree","Somewhat agree","Agree","Agree","Somewhat disagree","Woman","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"458","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Agree","Somewhat agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Man","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"459","Yes","Yes","Own Account","Less than or about 5 years","Yes","No",,,"Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","Somewhat agree","Disagree","Woman","55 - 64","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"460","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Neither agree nor disagree","Woman","45 - 54","Trade, technical, or vocational training","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"461","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Agree","Agree","Agree","Strongly agree","Somewhat agree","Somewhat disagree","Agree","Somewhat agree","Man","45 - 54","Master's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"462","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Man","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"463","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Agree","Strongly agree","Strongly agree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Agree","Somewhat disagree","Man","35 - 44","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"464","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Strongly agree","Agree","Somewhat agree","Somewhat agree","Strongly agree","Woman","25 - 34","Bachelor's Degree","Prefer not to disclose"
"466","Yes","Yes","Institutional Account","Less than or about 10 years","Yes","Yes",,,"Somewhat agree","Agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Woman","25 - 34","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"467","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Agree","Strongly agree","Agree","Strongly agree","Somewhat agree","Somewhat disagree","Agree","Somewhat agree","Man","18 - 24","Some college","I have an education in, or work in, the field of computer science, computer engineering or IT."
"469","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Agree","Neither agree nor disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Man","25 - 34","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"470","Yes","Yes","Own Account","Less than or about 10 years","Unsure","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Somewhat agree","Neither agree nor disagree","Agree","Somewhat agree","Man","25 - 34","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"471","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Woman","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"472","Yes","Yes","Own Account","More than 10 years","Unsure","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Agree","Agree","Woman","35 - 44","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"476","Yes","Yes","Own Account","Less than or about 5 years","No","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Woman","25 - 34","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"477","Yes","Yes","Own Account","Less than or about 5 years","No","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Man","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"478","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Agree","Somewhat agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Man","35 - 44","Master's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"481","Yes","Yes","Own Account","Less than or about 5 years","No","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Agree","Woman","35 - 44","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"482","Yes","Yes","Own Account","More than 10 years","Unsure","Yes",,,"Somewhat disagree","Somewhat disagree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Woman","55 - 64","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"483","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Strongly agree","Agree","Strongly agree","Agree","Somewhat disagree","Disagree","Disagree","Agree","Man","35 - 44","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"485","Yes","Yes","Own Account","More than 10 years","Yes","No",,,"Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","Somewhat disagree","Disagree","Man","25 - 34","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"486","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Prefer not to disclose","Prefer not to disclose","Prefer not to disclose","Prefer not to disclose"
"488","Yes","Yes","Own Account","More than 10 years","Unsure","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Strongly agree","Agree","Woman","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"489","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat disagree","Strongly agree","Somewhat agree","Man","18 - 24","Some college","I have an education in, or work in, the field of computer science, computer engineering or IT."
"490","Yes","Yes","Own Account","Unsure","Yes","Yes",,,"Agree","Agree","Strongly agree","Agree","Somewhat agree","Somewhat agree","Agree","Agree","Woman","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"491","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"492","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Somewhat agree","Neither agree nor disagree","Agree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Woman","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"493","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Woman","25 - 34","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"495","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Strongly agree","Somewhat agree","Strongly agree","Agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Man","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"496","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Man","18 - 24","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"497","Yes","Yes","Own Account","Less than or about 5 years","Unsure","Yes",,,"Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Woman","45 - 54","Associate's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"498","Yes","Yes","Own Account","More than 10 years","Unsure","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Woman","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"501","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Woman","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"502","Yes","Yes","Own Account","Less than or about 10 years","No","Yes",,,"Strongly agree","Agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Agree","Woman","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"503","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Non-binary","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"504","Yes","Yes","Own Account","Less than or about 5 years","No","Yes",,,"Agree","Agree","Agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Agree","Somewhat agree","Woman","18 - 24","Some college","I have an education in, or work in, the field of computer science, computer engineering or IT."
"506","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Somewhat agree","Neither agree nor disagree","Agree","Strongly agree","Agree","Agree","Somewhat agree","Agree","Man","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"507","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Woman","35 - 44","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"510","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","Agree","Woman","25 - 34","Master's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"511","Yes","Yes","Own Account","Less than or about 5 years","Unsure","Yes",,,"Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Woman","25 - 34","Associate's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"512","Yes","Yes","Own Account","Less than or about 5 years","No","Yes",,,"Somewhat disagree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Man","25 - 34","Bachelor's Degree","Prefer not to disclose"
"513","Yes","Yes","Own Account","Unsure","No","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Agree","Somewhat agree","Woman","45 - 54","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"514","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Woman","65 or older","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"515","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Somewhat agree","Agree","Agree","Strongly agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Man","35 - 44","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"516","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Somewhat agree","Somewhat agree","Strongly agree","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"517","Yes","Yes","Own Account","Less than or about 10 years","No","Yes",,,"Agree","Neither agree nor disagree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Woman","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"518","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Strongly agree","Somewhat agree","Man","25 - 34","Professional degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"520","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Somewhat agree","Agree","Woman","25 - 34","Master's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"523","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Agree","Strongly agree","Man","45 - 54","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"524","Yes","Yes","Own Account","Less than or about 10 years","No","Yes",,,"Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","Neither agree nor disagree","Disagree","Woman","45 - 54","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"525","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat disagree","Disagree","Somewhat disagree","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"526","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Agree","Somewhat agree","Agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Agree","Woman","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"528","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Strongly agree","Agree","Strongly agree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Woman","25 - 34","High school","I have an education in, or work in, the field of computer science, computer engineering or IT."
"529","Yes","Yes","Own Account","Less than or about 5 years","No","No",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Woman","45 - 54","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"530","Yes","Yes","Own Account","Less than or about 5 years","No","Yes",,,"Agree","Somewhat agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Non-binary","25 - 34","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"531","Yes","Yes","Shared Account","Less than or about 5 years","No","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Woman","25 - 34","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"532","Yes","Yes","Own Account","Less than or about 10 years","No","Yes",,,"Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Agree","Agree","Man","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"534","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Somewhat disagree","Disagree","Strongly disagree","Disagree","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"535","Yes","Yes","Own Account","Less than or about 1 year","No","Yes",,,"Disagree","Strongly disagree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"536","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Man","35 - 44","Associate's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"537","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Agree","Agree","Strongly agree","Agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Woman","35 - 44","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"538","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Somewhat agree","Agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Somewhat agree","Agree","Man","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"539","Yes","Yes","Own Account","Less than or about 10 years","Unsure","Yes",,,"Strongly agree","Neither agree nor disagree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat disagree","Strongly agree","Woman","18 - 24","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"540","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Woman","35 - 44","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"541","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Man","25 - 34","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"542","Yes","Yes","Own Account","Less than or about 10 years","Unsure","Yes",,,"Agree","Disagree","Strongly agree","Agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"543","Yes","Yes","Own Account","Less than or about 5 years","Unsure","Yes",,,"Agree","Somewhat agree","Agree","Agree","Somewhat agree","Agree","Strongly agree","Somewhat agree","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"544","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Man","25 - 34","Some college","I have an education in, or work in, the field of computer science, computer engineering or IT."
"545","Yes","Yes","Own Account","Less than or about 1 year","Yes","Yes",,,"Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Somewhat disagree","Somewhat disagree","Agree","Woman","18 - 24","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"546","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Man","25 - 34","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"548","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Agree","Agree","Agree","Agree","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Man","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"549","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Man","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"550","Yes","Yes","Own Account","Less than or about 1 year","Yes","Yes",,,"Disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Man","25 - 34","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"554","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Neither agree nor disagree","Agree","Agree","Agree","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Non-binary","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"555","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Agree","Somewhat agree","Agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Woman","55 - 64","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"556","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Man","18 - 24","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"557","Yes","Yes","Institutional Account","Less than or about 5 years","No","Yes",,,"Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"559","Yes","Yes","Own Account","More than 10 years","Unsure","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Woman","35 - 44","Associate's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"560","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Woman","35 - 44","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"563","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Agree","Neither agree nor disagree","Agree","Agree","Strongly agree","Somewhat agree","Strongly agree","Agree","Woman","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"564","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"565","Yes","Yes","Own Account","Less than or about 5 years","Unsure","Unsure",,,"Somewhat agree","Somewhat agree","Agree","Somewhat agree","Disagree","Disagree","Somewhat agree","Disagree","Man","45 - 54","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"566","Yes","Yes","Own Account","More than 10 years","No","Yes",,,"Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Man","35 - 44","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"567","Yes","Yes","Own Account","Less than or about 1 year","Unsure","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"569","Yes","Yes","Own Account","More than 10 years","No","Yes",,,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Man","55 - 64","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"570","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Agree","Agree","Agree","Agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Man","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"571","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Strongly agree","Agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Woman","25 - 34","Professional degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"572","Yes","Yes","Own Account","Less than or about 5 years","No","Yes",,,"Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Woman","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"574","Yes","Yes","Own Account","Less than or about 1 year","No","Yes",,,"Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Disagree","Somewhat agree","Man","25 - 34","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"575","Yes","Yes","Own Account","More than 10 years","Unsure","Yes",,,"Agree","Agree","Agree","Strongly agree","Somewhat agree","Somewhat agree","Agree","Agree","Man","25 - 34","Doctorate","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"576","Yes","Yes","Institutional Account","Less than or about 10 years","Unsure","Yes",,,"Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Woman","35 - 44","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"577","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Agree","Somewhat agree","Strongly agree","Agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Agree","Man","18 - 24","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"579","Yes","Yes","Own Account","Less than or about 1 year","Yes","Yes",,,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Man","55 - 64","Associate's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"580","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Man","18 - 24","Associate's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"581","Yes","Yes","Own Account","More than 10 years","Unsure","Yes",,,"Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Woman","35 - 44","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"582","Yes","Yes","Own Account","Less than or about 10 years","No","Yes",,,"Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Somewhat agree","Woman","25 - 34","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"583","Yes","Yes","Own Account","Less than or about 1 year","Unsure","Yes",,,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"584","Yes","Yes","Own Account","Less than or about 5 years","Yes","Yes",,,"Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Somewhat agree","Man","18 - 24","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
"585","Yes","Yes","Own Account","Less than or about 10 years","Yes","Yes",,,"Neither agree nor disagree","Somewhat agree","Agree","Agree","Somewhat agree","Agree","Somewhat agree","Neither agree nor disagree","Man","18 - 24","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT."
"586","Yes","Yes","Own Account","More than 10 years","Yes","Yes",,,"Agree","Somewhat agree","Agree","Agree","Somewhat agree","Somewhat agree","Agree","Agree","Non-binary","25 - 34","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT."
